Title,DOI,Journal,Published on,Policy citation count,Type,Publisher,Authors,Your tags,ORCIDs
Associations between Adverse Childhood Experiences and Pandemic-Related Stress and the Impact on Adolescent Mental Health during the COVID-19 Pandemic,10.1007/s40653-022-00502-0,Journal of Child & Adolescent Trauma,12/14/2022,1,journal-article,Springer Nature,Jorge Verlenden - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Jorge Verlenden - Centers for Disease Control and Prevention; Wojciech Kaczkowski - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Wojciech Kaczkowski - Centers for Disease Control and Prevention; Jingjing Li - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Jingjing Li - Centers for Disease Control and Prevention; Marci Hertz - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Marci Hertz - Centers for Disease Control and Prevention; Kayla N Anderson - National Center for Injury Prevention and Control; Kayla N Anderson - Centers for Disease Control and Prevention; Sarah Bacon - National Center for Injury Prevention and Control; Sarah Bacon - Centers for Disease Control and Prevention; Patricia Dittus - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Patricia Dittus - Centers for Disease Control and Prevention,,0000-0001-5380-6911; 0000-0001-5542-6410; 0000-0001-7083-8579; 0000-0002-7612-9500; 0000-0003-3112-018X
"Progress Toward Poliomyelitis Eradication ― Afghanistan, January 2021–September 2022",10.15585/mmwr.mm7149a1,MMWR. Morbidity and Mortality Weekly Report,12/9/2022,2,journal-article,Centers for Disease Control MMWR Office,,,
"Human Rabies — Texas, 2021",10.15585/mmwr.mm7149a2,MMWR. Morbidity and Mortality Weekly Report,12/9/2022,2,journal-article,Centers for Disease Control MMWR Office,,,
"Reduced Risk for Mpox After Receipt of 1 or 2 Doses of JYNNEOS Vaccine Compared with Risk Among Unvaccinated Persons — 43 U.S. Jurisdictions, July 31–October 1, 2022",10.15585/mmwr.mm7149a5,MMWR. Morbidity and Mortality Weekly Report,12/9/2022,26,journal-article,Centers for Disease Control MMWR Office,,,
Respiratory Virus Circulation during the First Year of the COVID-19 Pandemic in the Household Influenza Vaccine Evaluation (HIVE) Cohort,10.1101/2022.12.08.22283268,Other publication source,12/9/2022,1,posted-content,Cold Spring Harbor Laboratory,Sydney R Fine - University of Michigan–Ann Arbor; Latifa A Bazzi - University of Michigan–Ann Arbor; Amy P Callear - University of Michigan–Ann Arbor; Joshua G Petrie - University of Michigan–Ann Arbor; Ryan E Malosh - University of Michigan–Ann Arbor; Joshua E Tucker - University of Michigan–Ann Arbor; Matthew Smith - University of Michigan–Ann Arbor; Jessica Ibiebele - University of Michigan–Ann Arbor; Adrian McDermott - National Institute of Allergy and Infectious Diseases; Adrian McDermott - National Institutes of Health; Melissa A Rolfes - Centers for Disease Control and Prevention; Arnold S Monto - University of Michigan–Ann Arbor; Emily T Martin - University of Michigan–Ann Arbor,,0000-0003-3546-5935
"Chronic Obstructive Pulmonary Disease Mortality by Industry and Occupation — United States, 2020",10.15585/mmwr.mm7149a3,MMWR. Morbidity and Mortality Weekly Report,12/9/2022,3,journal-article,Centers for Disease Control MMWR Office,Girija Syamlal - National Institute for Occupational Safety and Health; Laura M Kurth - National Institute for Occupational Safety and Health; Katelynn E Dodd - National Institute for Occupational Safety and Health; David J Blackley - National Institute for Occupational Safety and Health; Noemi B Hall - National Institute for Occupational Safety and Health; Jacek M Mazurek - National Institute for Occupational Safety and Health,,
"Safety Monitoring of JYNNEOS Vaccine During the 2022 Mpox Outbreak — United States, May 22–October 21, 2022",10.15585/mmwr.mm7149a4,MMWR. Morbidity and Mortality Weekly Report,12/9/2022,7,journal-article,Centers for Disease Control MMWR Office,,,
Case report: Persistent shedding of a live vaccine-derived rubella virus in a young man with severe combined immunodeficiency and cutaneous granuloma,10.3389/fimmu.2022.1075351,Frontiers in Immunology,12/8/2022,1,journal-article,Frontiers Media SA,"Kimberly Bonner - Oregon Health Authority; Kimberly Bonner - Center for Surveillance, Epidemiology, and Laboratory Services; Kimberly Bonner - Epidemic Intelligence Service; Kimberly Bonner - Centers for Disease Control and Prevention; Ellie Sukerman - Oregon Health & Science University; Juventila Liko - Oregon Health Authority; Tatiana M Lanzieri - Centers for Disease Control and Prevention; Melissa Sutton - Oregon Health Authority; Emilio DeBess - Oregon Health Authority; Christopher Leesman - Corvallis Environmental Center; Joseph P Icenogle - Centers for Disease Control and Prevention; Lijuan Hao - Centers for Disease Control and Prevention; Min-hsin Chen - Centers for Disease Control and Prevention; Raeesa Faisthalab - Centers for Disease Control and Prevention; Richard F Leman - Oregon Health Authority; Paul R Cieslak - Oregon Health Authority; Suk See DeRavin - National Institute of Allergy and Infectious Diseases; Suk See DeRavin - National Institutes of Health; Ludmila Perelygina - Centers for Disease Control and Prevention",,0000-0001-8030-7229; 0000-0002-6942-4050; 0000-0002-8047-3961; 0000-0003-0812-8124; 0000-0003-2499-4786
"Paxlovid Associated with Decreased Hospitalization Rate Among Adults with COVID-19 — United States, April–September 2022",10.15585/mmwr.mm7148e2,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,13,journal-article,Centers for Disease Control MMWR Office,,,
Factors Associated With Receiving Longer Than Recommended Therapy Among Culture-Negative Pulmonary Tuberculosis Patients,10.1093/ofid/ofac630,Open Forum Infectious Diseases,12/2/2022,1,journal-article,Oxford University Press (OUP),"Clarisse A Tsang - Centers for Disease Control and Prevention; Neha N Patel - Centers for Disease Control and Prevention; Jason E Stout - Department of Medicine, Duke University Medical Center , Durham, North Carolina , USA; Robyn Fernando - Centers for Disease Control and Prevention; Robert Pratt - Centers for Disease Control and Prevention; Neela D Goswami - Centers for Disease Control and Prevention",,0000-0002-5962-2256
"Outbreak of <i>Burkholderia stabilis</i> Infections Associated with Contaminated Nonsterile, Multiuse Ultrasound Gel — 10 States, May–September 2021",10.15585/mmwr.mm7148a3,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,1,journal-article,Centers for Disease Control MMWR Office,,,
"Effectiveness of Bivalent mRNA Vaccines in Preventing Symptomatic SARS-CoV-2 Infection — Increasing Community Access to Testing Program, United States, September–November 2022",10.15585/mmwr.mm7148e1,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,39,journal-article,Centers for Disease Control MMWR Office,,,
"Appliances Used by Consumers to Prepare Frozen Stuffed Chicken Products — United States, May–July 2022",10.15585/mmwr.mm7148a2,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,1,journal-article,Centers for Disease Control MMWR Office,,,
"SARS-CoV-2 Serology and Self-Reported Infection Among Adults — National Health and Nutrition Examination Survey, United States, August 2021–May 2022",10.15585/mmwr.mm7148a4,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,1,journal-article,Centers for Disease Control MMWR Office,,,
"HIV Services and Outcomes During the COVID-19 Pandemic — United States, 2019–2021",10.15585/mmwr.mm7148a1,MMWR. Morbidity and Mortality Weekly Report,12/2/2022,2,journal-article,Centers for Disease Control MMWR Office,,,
Using the Food and Drug Administration´s Sentinel System for surveillance of TB infection,10.5588/ijtld.22.0259,The International Journal of Tuberculosis and Lung Disease,12/1/2022,1,journal-article,International Union Against Tuberculosis and Lung Disease,E C Welch - Harvard Pilgrim Health Care; M Nguyen - Center for Drug Evaluation and Research; D Stojanovic - Center for Drug Evaluation and Research; N M Cocoros - Harvard Pilgrim Health Care,,
"Bayesian Estimation of Human Population Toxicokinetics of PFOA, PFOS, PFHxS, and PFNA from Studies of Contaminated Drinking Water",10.1289/ehp10103,Environmental Health Perspectives,12/1/2022,1,journal-article,Environmental Health Perspectives,Weihsueh A Chiu - Texas A&M University; Meghan T Lynch - Abt Associates (United States); C R Lay - Abt Associates (United States); Adriana Antezana - Abt Associates (United States); Parker Malek - Abt Associates (United States); Sara Sokolinski - Abt Associates (United States); Rachel Rogers - Agency for Toxic Substances and Disease Registry; Rachel Rogers - Centers for Disease Control and Prevention,,0000-0001-9517-4852; 0000-0002-7575-2368; 0000-0003-0184-5307
Declines in Pregnancies among U.S. Adolescents from 2007 to 2017: Behavioral Contributors to the Trend,10.1016/j.jpag.2022.07.008,Journal of Pediatric and Adolescent Gynecology,12/1/2022,1,journal-article,Elsevier BV,"S M Goodreau - University of Washington; Erik D Pollock - University of Washington; Li Wang - Centers for Disease Control and Prevention; J C Li - Centers for Disease Control and Prevention; Maria Vyshnya Aslam - Centers for Disease Control and Prevention; Maria Vyshnya Aslam - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; D Katz - University of Washington; D T Hamilton - University of Washington; E I Rosenberg - State University of New York; E I Rosenberg - New York State Department of Health; E I Rosenberg - University at Albany, State University of New York",,0000-0002-2834-4935
"School District Prevention Policies and Risk of COVID-19 Among In-Person K–12 Educators, Wisconsin, 2021",10.2105/ajph.2022.307095,American Journal of Public Health,12/1/2022,1,journal-article,American Public Health Association,Peter DeJonge - Wisconsin Department of Health Services; Peter DeJonge - Epidemic Intelligence Service; Peter DeJonge - University of Wisconsin–Madison; Ian W Pray - Wisconsin Department of Health Services; Ian W Pray - Epidemic Intelligence Service; Ian W Pray - University of Wisconsin–Madison; Ronald E Gangnon - Wisconsin Department of Health Services; Ronald E Gangnon - Epidemic Intelligence Service; Ronald E Gangnon - University of Wisconsin–Madison; Katherine McCoy - Wisconsin Department of Health Services; Katherine McCoy - Epidemic Intelligence Service; Katherine McCoy - University of Wisconsin–Madison; Carrie Tomasallo - Wisconsin Department of Health Services; Carrie Tomasallo - Epidemic Intelligence Service; Carrie Tomasallo - University of Wisconsin–Madison; Jonathan Meiman - Wisconsin Department of Health Services; Jonathan Meiman - Epidemic Intelligence Service; Jonathan Meiman - University of Wisconsin–Madison,,0000-0001-6794-0636; 0000-0001-6935-5123; 0000-0001-8939-8550; 0000-0002-2752-6673; 0000-0003-1422-9001
Evaluating the cost‐effectiveness of hepatitis B vaccination strategies in high‐impact settings for adults,10.1111/jvh.13759,Journal of Viral Hepatitis,12/1/2022,1,journal-article,Wiley,"Eric Hall - Oregon Health & Science University; Prabhu Gounder - Los Angeles County Department of Public Health; John Angles - University at Albany, State University of New York; Noele P Nelson - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Eli S Rosenberg - University at Albany, State University of New York; Eli S Rosenberg - New York State Department of Health; Mark K Weng - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention",,0000-0001-9831-0717; 0000-0002-1695-8075; 0000-0002-7902-2602; 0000-0002-8600-0348; 0000-0003-0244-7458
Kawasaki Disease Following the 13-valent Pneumococcal Conjugate Vaccine and Rotavirus Vaccines,10.1542/peds.2022-058789,PEDIATRICS,12/1/2022,1,journal-article,American Academy of Pediatrics (AAP),Ermias D Belay - Centers for Disease Control and Prevention; Lakshmi Panagiotakopoulos - Centers for Disease Control and Prevention; Charles Licata - Centers for Disease Control and Prevention; Matthew F Daley - Kaiser Permanente; W Katherine Yih - Harvard Pilgrim Health Care; Ousseny Zerbo - Kaiser Permanente; Hung Fu Tseng - Kaiser Permanente; Malini B DeSilva - HealthPartners; Jennifer C Nelson - Kaiser Permanente Washington Health Research Institute; Holly Groom - Kaiser Permanente Center for Health Research; Joshua T.B Williams - Denver Health Medical Center; Simon J Hambidge - Denver Health Medical Center; James G Donahue - Marshfield Clinic; Eric Weintraub - Centers for Disease Control and Prevention,,0000-0001-5216-0936; 0000-0001-6184-6534; 0000-0001-6811-5611; 0000-0001-6829-0700; 0000-0002-8380-6215; 0000-0003-0375-0504; 0000-0003-1309-4096; 0000-0003-2866-9788; 0000-0003-3705-1672
"Large outbreak of Jimsonweed (Datura stramonium) poisoning due to consumption of contaminated humanitarian relief food: Uganda, March–April 2019",10.1186/s12889-022-12854-1,BMC Public Health,12/1/2022,2,journal-article,Springer Nature,Ronald K Mutebi - Ministry of Health; Alex Riolexus Ario - Ministry of Health; Maureen Nabatanzi - Ministry of Health; Irene Byakatonda Kyamwine - Ministry of Health; Yvette Wibabara - Ministry of Health; Peter Muwereza - Ministry of Health; Daniel Eurien - Ministry of Health; Benon Kwesiga - Ministry of Health; Lilian Bulage - Ministry of Health; Steven Ndugwa Kabwama - Ministry of Health; Daniel Kadobera - Ministry of Health; Alden K Henderson - Centers for Disease Control and Prevention; John H Callahan - Center for Food Safety and Applied Nutrition; Timothy R Croley - Center for Food Safety and Applied Nutrition; Ann M Knolhoff - Center for Food Safety and Applied Nutrition; John B Mangrum - Center for Food Safety and Applied Nutrition; Sara M Handy - Center for Food Safety and Applied Nutrition; Melinda A McFarland - Center for Food Safety and Applied Nutrition; Jennifer L Fong Sam - Center for Food Safety and Applied Nutrition; Julie M Harris - Centers for Disease Control and Prevention; Bao-Ping Zhu - Centers for Disease Control and Prevention,,0000-0002-0354-9571; 0000-0002-3497-4503; 0000-0002-3560-1952; 0000-0002-4027-5485; 0000-0002-9733-7640; 0000-0002-9801-4210; 0000-0003-0400-8635; 0000-0003-2356-5349; 0000-0003-3861-4609; 0000-0003-4346-8810; 0000-0003-4431-1022
